original_title,overview,genres,keywords,popularity,cast,director,content
The Quiet American,a stylish political thriller where love and war collide in southeast asia set in early 1950s vietnam a young american becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a british journalist as war is waged around them these three only sink deeper into a world of drugs passion and betrayal where nothing is as it seems,drama action thriller romance,terror journalist lover female saigon indochina,5.133744,michael caine brendan fraser đỗ thị hải yến tzi ma rade serbedzija,phillip noyce,a stylish political thriller where love and war collide in southeast asia set in early 1950s vietnam a young american becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a british journalist as war is waged around them these three only sink deeper into a world of drugs passion and betrayal where nothing is as it seems drama action thriller romance terror journalist lover female saigon indochina michael caine brendan fraser đỗ thị hải yến tzi ma rade serbedzija phillip noyce
The Weather Man,a chicago weather man separated from his wife and children debates whether professional and personal success are mutually exclusive,comedy drama,new york chicago midlife crisis television daughter father weatherman terminal illness wettermann,14.031377,nicolas cage michael caine hope davis gemmenne de la peña nicholas hoult,gore verbinski,a chicago weather man separated from his wife and children debates whether professional and personal success are mutually exclusive comedy drama new york chicago midlife crisis television daughter father weatherman terminal illness wettermann nicolas cage michael caine hope davis gemmenne de la peña nicholas hoult gore verbinski
Undisputed,monroe hutchens is the heavyweight champion of sweetwater a maximum security prison he was convicted to a life sentence due to a passionate crime iceman chambers is the heavyweight champion who lost his title due to a rape conviction to ten years in sweetwater when these two giants collide in the same prison they fight against each other disputing who is the real champion,action adventure drama thriller,sport,17.227376,wesley snipes ving rhames peter falk michael rooker jon seda,walter hill,monroe hutchens is the heavyweight champion of sweetwater a maximum security prison he was convicted to a life sentence due to a passionate crime iceman chambers is the heavyweight champion who lost his title due to a rape conviction to ten years in sweetwater when these two giants collide in the same prison they fight against each other disputing who is the real champion action adventure drama thriller sport wesley snipes ving rhames peter falk michael rooker jon seda walter hill
Ghost Town,dentist bertram pincus is a man whose people skills leave much to be desired when pincus dies unexpectedly but is miraculously revived after seven minutes he wakes up to discover that he now has the annoying ability to see ghosts,comedy fantasy romance,dying and death misanthrope lecture cardiopulmonery resuscitation,17.98817,ricky gervais greg kinnear téa leoni billy campbell jordan carlos,david koepp,dentist bertram pincus is a man whose people skills leave much to be desired when pincus dies unexpectedly but is miraculously revived after seven minutes he wakes up to discover that he now has the annoying ability to see ghosts comedy fantasy romance dying and death misanthrope lecture cardiopulmonery resuscitation ricky gervais greg kinnear téa leoni billy campbell jordan carlos david koepp
12 Rounds,when new orleans cop danny fisher prevents a brilliant thief from successfully carrying out his latest heist the thiefs girlfriend is accidentally killed hungry for revenge the criminal mastermind breaks out of prison and kidnaps dannys fiancee to save her danny must successfully navigate his way through an elaborate series of tasks and puzzles or else watch the love of his life die,action adventure drama thriller,police cops cat and mouse family revenge drama,15.66135,john cena aidan gillen ashley scott steve harris brian j white,renny harlin,when new orleans cop danny fisher prevents a brilliant thief from successfully carrying out his latest heist the thiefs girlfriend is accidentally killed hungry for revenge the criminal mastermind breaks out of prison and kidnaps dannys fiancee to save her danny must successfully navigate his way through an elaborate series of tasks and puzzles or else watch the love of his life die action adventure drama thriller police cops cat and mouse family revenge drama john cena aidan gillen ashley scott steve harris brian j white renny harlin
Let Me In,a bullied young boy befriends a young female vampire who lives in secrecy with her guardian a remake of the movie let the right one in which was an adaptation of a book,drama horror mystery,vampire child vampire remake bully young boy biting dead boy hammer horror 1980s,19.705311,kodi smitmcphee chloë grace moretz richard jenkins elias koteas sasha barrese,matt reeves,a bullied young boy befriends a young female vampire who lives in secrecy with her guardian a remake of the movie let the right one in which was an adaptation of a book drama horror mystery vampire child vampire remake bully young boy biting dead boy hammer horror 1980s kodi smitmcphee chloë grace moretz richard jenkins elias koteas sasha barrese matt reeves
3 Ninjas Kick Back,during a championship baseball match the three brothers hear that their grandfather in japan is in trouble and head out to help him conceding the match when they arrive in japan they must use all their powers to defend him against his ancient enemy who has returned to exact revenge,adventure action comedy family,underdog hero friendship treasure hunt friends revenge rivalry good vs evil youth danger escapade young heroes siblings relations vigilantism heroic mission buddies master villain master warrior contests and competitions,2.645722,victor wong max elliott slade sean fox j evan bonifant caroline junko king,charles t kanganis,during a championship baseball match the three brothers hear that their grandfather in japan is in trouble and head out to help him conceding the match when they arrive in japan they must use all their powers to defend him against his ancient enemy who has returned to exact revenge adventure action comedy family underdog hero friendship treasure hunt friends revenge rivalry good vs evil youth danger escapade young heroes siblings relations vigilantism heroic mission buddies master villain master warrior contests and competitions victor wong max elliott slade sean fox j evan bonifant caroline junko king charles t kanganis
Be Kind Rewind,a man whose brain becomes magnetized unintentionally destroys every tape in his friends video store in order to satisfy the stores most loyal renter an aging woman with signs of dementia the two men set out to remake the lost films,drama comedy,camcorder videoband delusion nuclear power plant video store,17.662683,jack black yasiin bey danny glover mia farrow marcus carl franklin,michel gondry,a man whose brain becomes magnetized unintentionally destroys every tape in his friends video store in order to satisfy the stores most loyal renter an aging woman with signs of dementia the two men set out to remake the lost films drama comedy camcorder videoband delusion nuclear power plant video store jack black yasiin bey danny glover mia farrow marcus carl franklin michel gondry
Mrs Henderson Presents,eccentric 70yearold widow purchases the windmill theatre in london as a postwidowhood hobby after starting an innovative continuous variety review which is copied by other theaters they begin to lose money mrs henderson suggests they add female nudity similar to the moulin rouge in paris,comedy drama,world war ii widow musical theatre milieu nacktrevue variety,2.894154,judi dench bob hoskins will young christopher guest kelly reilly,stephen frears,eccentric 70yearold widow purchases the windmill theatre in london as a postwidowhood hobby after starting an innovative continuous variety review which is copied by other theaters they begin to lose money mrs henderson suggests they add female nudity similar to the moulin rouge in paris comedy drama world war ii widow musical theatre milieu nacktrevue variety judi dench bob hoskins will young christopher guest kelly reilly stephen frears
Triple 9,a gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town,action thriller,heist betrayal dirty cop,29.371987,casey affleck chiwetel ejiofor woody harrelson kate winslet anthony mackie,john hillcoat,a gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town action thriller heist betrayal dirty cop casey affleck chiwetel ejiofor woody harrelson kate winslet anthony mackie john hillcoat
Deconstructing Harry,this film tells the story of a successful writer called harry block played by allen himself who draws inspiration from people he knows in reallife and from events that happened to him sometimes causing these people to become alienated from him as a result,comedy drama,new york writers block insanity independent film author,11.352693,woody allen kirstie alley billy crystal judy davis caroline aaron,woody allen,this film tells the story of a successful writer called harry block played by allen himself who draws inspiration from people he knows in reallife and from events that happened to him sometimes causing these people to become alienated from him as a result comedy drama new york writers block insanity independent film author woody allen kirstie alley billy crystal judy davis caroline aaron woody allen
Three to Tango,oscar and peter land a careermaking opportunity when a chicago tycoon chooses them to compete for the design of a cultural center the tycoon mistakenly believes that oscar is gay and has him spy on his mistress amy oscar goes along with it and ends up falling in love with amy,comedy romance,gay dance architect artist tango business man spying partnership chief executive officer deception business partner affair,7.553773,matthew perry neve campbell dylan mcdermott oliver platt cylk cozart,damon santostefano,oscar and peter land a careermaking opportunity when a chicago tycoon chooses them to compete for the design of a cultural center the tycoon mistakenly believes that oscar is gay and has him spy on his mistress amy oscar goes along with it and ends up falling in love with amy comedy romance gay dance architect artist tango business man spying partnership chief executive officer deception business partner affair matthew perry neve campbell dylan mcdermott oliver platt cylk cozart damon santostefano
Burnt,adam jones is a chef who destroyed his career with drugs and diva behavior he cleans up and returns to london determined to redeem himself by spearheading a top restaurant that can gain three michelin stars,drama,london england cook restaurant diva career kitchen redemption drug drug addict chef come back,30.477114,bradley cooper sienna miller lily james alicia vikander uma thurman,john wells,adam jones is a chef who destroyed his career with drugs and diva behavior he cleans up and returns to london determined to redeem himself by spearheading a top restaurant that can gain three michelin stars drama london england cook restaurant diva career kitchen redemption drug drug addict chef come back bradley cooper sienna miller lily james alicia vikander uma thurman john wells
We're No Angels,two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of canada,comedy crime drama,prison prisoner independent film,9.927018,robert de niro sean penn demi moore hoyt axton bruno kirby,neil jordan,two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of canada comedy crime drama prison prisoner independent film robert de niro sean penn demi moore hoyt axton bruno kirby neil jordan
Everyone Says I Love You,a new york girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged,music comedy romance,paris venice adultery robbery lovesickness dancer airport broken engagement infidelity montmartre winter marriage proposal new love restaurant gondola halloween racehorse lover musical grandfather thanksgiving senility tourist jogging atheist dysfunctional family independent film family relationships mistaken identity wealth redemption unfaithfulness hospital lingerie slip escaped convict singing maid new york city divorce urban setting christmas eve cult film waiter wake jewelry store unwanted kiss funeral home central park ghost opposites attract engagement ring jumping rope autumn trick or treating flashback park avenue parolee xray jeweler fiancée,12.379781,drew barrymore diva gray natasha lyonne edward norton woody allen,woody allen,a new york girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged music comedy romance paris venice adultery robbery lovesickness dancer airport broken engagement infidelity montmartre winter marriage proposal new love restaurant gondola halloween racehorse lover musical grandfather thanksgiving senility tourist jogging atheist dysfunctional family independent film family relationships mistaken identity wealth redemption unfaithfulness hospital lingerie slip escaped convict singing maid new york city divorce urban setting christmas eve cult film waiter wake jewelry store unwanted kiss funeral home central park ghost opposites attract engagement ring jumping rope autumn trick or treating flashback park avenue parolee xray jeweler fiancée drew barrymore diva gray natasha lyonne edward norton woody allen woody allen
Death Sentence,nick hume is a mildmannered executive with a perfect life until one gruesome night he witnesses something that changes him forever transformed by grief hume eventually comes to the disturbing conclusion that no length is too great when protecting his family,action crime drama thriller,loss of son repayment revenge murder gang police officer killed hospital extreme violence justice hoodlum semiautomatic pistol finger gun,12.643703,kevin bacon garrett hedlund kelly preston jordan garrett john goodman,james wan,nick hume is a mildmannered executive with a perfect life until one gruesome night he witnesses something that changes him forever transformed by grief hume eventually comes to the disturbing conclusion that no length is too great when protecting his family action crime drama thriller loss of son repayment revenge murder gang police officer killed hospital extreme violence justice hoodlum semiautomatic pistol finger gun kevin bacon garrett hedlund kelly preston jordan garrett john goodman james wan
Everybody's Fine,eight months after the death of his wife frank goode looks forward to a reunion with his four adult children when all of them cancel their visits at the last minute frank against the advice of his doctor sets out on a road trip to reconnect with his offspring as he visits each one in turn frank finds that his childrens lives are not quite as pictureperfect as theyve made them out to be,drama,family relationships doctor retired visit widower duringcreditsstinger heart trouble,15.440465,robert de niro drew barrymore kate beckinsale sam rockwell melissa leo,kirk jones,eight months after the death of his wife frank goode looks forward to a reunion with his four adult children when all of them cancel their visits at the last minute frank against the advice of his doctor sets out on a road trip to reconnect with his offspring as he visits each one in turn frank finds that his childrens lives are not quite as pictureperfect as theyve made them out to be drama family relationships doctor retired visit widower duringcreditsstinger heart trouble robert de niro drew barrymore kate beckinsale sam rockwell melissa leo kirk jones
Superbabies: Baby Geniuses 2,following on from the plot of the last movie babies can communicate with each other using baby talk and have an innate knowledge of the secrets of the universe the baby geniuses become involved in a scheme by media mogul bill biscane jon voight helping the geniuses is a legendary superbaby named kahuna he joins up with several other babies in an attempt to stop biscane who intends to use a stateoftheart satellite system to control the worlds population,comedy family,baby baseball scientific study computer genius mind control good vs evil baby geniuses,5.886228,jon voight scott baio vanessa angel skyler shaye whoopi goldberg,bob clark,following on from the plot of the last movie babies can communicate with each other using baby talk and have an innate knowledge of the secrets of the universe the baby geniuses become involved in a scheme by media mogul bill biscane jon voight helping the geniuses is a legendary superbaby named kahuna he joins up with several other babies in an attempt to stop biscane who intends to use a stateoftheart satellite system to control the worlds population comedy family baby baseball scientific study computer genius mind control good vs evil baby geniuses jon voight scott baio vanessa angel skyler shaye whoopi goldberg bob clark
The Man,special agent derrick vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to andy fidler a salesman with too many questions and a knack of getting in vanns way,action comedy crime,mistake in person false identity arms dealer cop police officer dentist,6.925645,samuel l jackson eugene levy luke goss miguel ferrer susie essman,les mayfield,special agent derrick vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to andy fidler a salesman with too many questions and a knack of getting in vanns way action comedy crime mistake in person false identity arms dealer cop police officer dentist samuel l jackson eugene levy luke goss miguel ferrer susie essman les mayfield
Code Name: The Cleaner,cedric the entertainer plays jake a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants when he finds himself entangled in a government conspiracy jake and his pursuers become convinced that he is an undercover agent,action comedy crime,,9.36146,cedric the entertainer lucy liu nicollette sheridan mark dacascos callum keith rennie,les mayfield,cedric the entertainer plays jake a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants when he finds himself entangled in a government conspiracy jake and his pursuers become convinced that he is an undercover agent action comedy crime  cedric the entertainer lucy liu nicollette sheridan mark dacascos callum keith rennie les mayfield
Connie and Carla,after accidentally witnessing a mafia hit in the windy city gal pals connie and carla skip town for la where they go way undercover as singers working the citys dinner theater circuit as drag queens now its not enough that they become big hits on the scene things get extraweird when connie meets jeff a guy shed like to be a woman with,comedy,gay drag queen mistaken identity,6.102663,nia vardalos toni collette david duchovny stephen spinella alec mapa,michael lembeck,after accidentally witnessing a mafia hit in the windy city gal pals connie and carla skip town for la where they go way undercover as singers working the citys dinner theater circuit as drag queens now its not enough that they become big hits on the scene things get extraweird when connie meets jeff a guy shed like to be a woman with comedy gay drag queen mistaken identity nia vardalos toni collette david duchovny stephen spinella alec mapa michael lembeck
Sweet Charity,taxi dancer charity continues to have faith in the human race despite apparently endless disappointments at its hands and hope that she will finally meet the nice young man to romance her away from her sleazy life maybe just maybe handsome oscar will be the one to do it,comedy drama music romance,broken engagement charity celebrity tragic love dancehall girl based on stage musical based on film,0.709143,shirley maclaine john mcmartin ricardo montalban sammy davis jr chita rivera,bob fosse,taxi dancer charity continues to have faith in the human race despite apparently endless disappointments at its hands and hope that she will finally meet the nice young man to romance her away from her sleazy life maybe just maybe handsome oscar will be the one to do it comedy drama music romance broken engagement charity celebrity tragic love dancehall girl based on stage musical based on film shirley maclaine john mcmartin ricardo montalban sammy davis jr chita rivera bob fosse
Inherent Vice,in los angeles at the turn of the 1970s drugfueled detective larry doc sportello investigates the disappearance of an exgirlfriend,comedy romance crime drama mystery,based on novel 1970s private investigator smoking marijuana los angeles 1960s,45.742217,joaquin phoenix josh brolin owen wilson katherine waterston reese witherspoon,paul thomas anderson,in los angeles at the turn of the 1970s drugfueled detective larry doc sportello investigates the disappearance of an exgirlfriend comedy romance crime drama mystery based on novel 1970s private investigator smoking marijuana los angeles 1960s joaquin phoenix josh brolin owen wilson katherine waterston reese witherspoon paul thomas anderson
Doogal,this is the story of doogal an adorable candyloving mutt who goes on a mission to save the world,family,,1.682839,daniel tay jimmy fallon jon stewart whoopi goldberg william h macy,frank passingham,this is the story of doogal an adorable candyloving mutt who goes on a mission to save the world family  daniel tay jimmy fallon jon stewart whoopi goldberg william h macy frank passingham
Battle of the Year,a downonhisluck coach is hired to prepare a team of the best american dancers for an international tournament that attracts all the best crews from around the world but the americans havent won in fifteen years,music drama,musical 3d,8.237336,josh holloway josh peck chris brown laz alonso caity lotz,benson lee,a downonhisluck coach is hired to prepare a team of the best american dancers for an international tournament that attracts all the best crews from around the world but the americans havent won in fifteen years music drama musical 3d josh holloway josh peck chris brown laz alonso caity lotz benson lee
An American Carol,in an american carol a cynical antiamerican hollywood filmmaker sets out on a crusade to abolish the 4th of july holiday he is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of america,comedy fantasy,terrorist parody documentary filmmaker sattire,2.605374,kevin farley kelsey grammer leslie nielsen trace adkins robert davi,david zucker,in an american carol a cynical antiamerican hollywood filmmaker sets out on a crusade to abolish the 4th of july holiday he is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of america comedy fantasy terrorist parody documentary filmmaker sattire kevin farley kelsey grammer leslie nielsen trace adkins robert davi david zucker
Machete Kills,exfederale agent machete is recruited by the president of the united states for a mission which would be impossible for any mortal man he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet,action crime thriller,mexico white house nuclear missile machete outer space,29.072964,danny trejo mel gibson amber heard michelle rodriguez sofía vergara,robert rodriguez,exfederale agent machete is recruited by the president of the united states for a mission which would be impossible for any mortal man he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet action crime thriller mexico white house nuclear missile machete outer space danny trejo mel gibson amber heard michelle rodriguez sofía vergara robert rodriguez
Willard,desperate for companionship the repressed willard befriends a group of rats that inhabit his late fathers deteriorating mansion in these furry creatures willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his fathers old partner frank soon it becomes clear that the brood of rodents is ready and willing to exact a vicious deadly revenge on anyone who dares to bully their sensitive new master,horror,bad boss evil mother revenge humiliation obedience,1.322528,crispin glover r lee ermey laura harring jackie burroughs ashlyn gere,glen morgan,desperate for companionship the repressed willard befriends a group of rats that inhabit his late fathers deteriorating mansion in these furry creatures willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his fathers old partner frank soon it becomes clear that the brood of rodents is ready and willing to exact a vicious deadly revenge on anyone who dares to bully their sensitive new master horror bad boss evil mother revenge humiliation obedience crispin glover r lee ermey laura harring jackie burroughs ashlyn gere glen morgan
Strange Wilderness,with the ratings dropping for a wildernessthemed tv show two animal fans go to the andes in search of bigfoot,comedy,tv show bigfoot,4.961306,steve zahn allen covert jonah hill kevin heffernan ashley scott,fred wolf,with the ratings dropping for a wildernessthemed tv show two animal fans go to the andes in search of bigfoot comedy tv show bigfoot steve zahn allen covert jonah hill kevin heffernan ashley scott fred wolf
Topsy-Turvy,after their production princess ida meets with lessthanstunning reviews the relationship between gilbert and sullivan is strained to breaking their friends and associates attempt to get the two to work together again which opens the way to the mikado one of the duos greatest successes,comedy drama music,prostitute musical biography telephone call cigar smoking drink gilbert and sullivan gilbert and sullivans princess ida piano duet lyricist exhibition,8.628519,allan corduner jim broadbent timothy spall dexter fletcher shirley henderson,mike leigh,after their production princess ida meets with lessthanstunning reviews the relationship between gilbert and sullivan is strained to breaking their friends and associates attempt to get the two to work together again which opens the way to the mikado one of the duos greatest successes comedy drama music prostitute musical biography telephone call cigar smoking drink gilbert and sullivan gilbert and sullivans princess ida piano duet lyricist exhibition allan corduner jim broadbent timothy spall dexter fletcher shirley henderson mike leigh
Little Boy,an eightyearold boy is willing to do whatever it takes to end world war ii so he can bring his father home the story reveals the indescribable love a father has for his little boy and the love a son has for his father,comedy drama war,japanese world war ii spirituality,12.232048,jakob salvati emily watson caryhiroyuki tagawa michael rapaport david henrie,alejandro monteverde,an eightyearold boy is willing to do whatever it takes to end world war ii so he can bring his father home the story reveals the indescribable love a father has for his little boy and the love a son has for his father comedy drama war japanese world war ii spirituality jakob salvati emily watson caryhiroyuki tagawa michael rapaport david henrie alejandro monteverde
A Dangerous Method,seduced by the challenge of an impossible case the driven dr carl jung takes the unbalanced yet beautiful sabina spielrein as his patient jungs weapon is the method of his master the renowned sigmund freud both men fall under sabinas spell,drama thriller,based on novel psychoanalysis sigmund freud biography spanking based on play cigar smoking cheating husband based on true events,27.133277,keira knightley viggo mortensen michael fassbender sarah gadon vincent cassel,david cronenberg,seduced by the challenge of an impossible case the driven dr carl jung takes the unbalanced yet beautiful sabina spielrein as his patient jungs weapon is the method of his master the renowned sigmund freud both men fall under sabinas spell drama thriller based on novel psychoanalysis sigmund freud biography spanking based on play cigar smoking cheating husband based on true events keira knightley viggo mortensen michael fassbender sarah gadon vincent cassel david cronenberg
A Scanner Darkly,an undercover cop in a nottoodistant future becomes involved with a dangerous new drug and begins to lose his own identity as a result,animation science fiction thriller,california detective based on novel dream undercover cocaine brain exam future test dystopia assignment cyberpunk drug surveillance totalitarian corporation substance schizophrenic condition neonoir,26.093043,keanu reeves winona ryder woody harrelson robert downey jr mitch baker,richard linklater,an undercover cop in a nottoodistant future becomes involved with a dangerous new drug and begins to lose his own identity as a result animation science fiction thriller california detective based on novel dream undercover cocaine brain exam future test dystopia assignment cyberpunk drug surveillance totalitarian corporation substance schizophrenic condition neonoir keanu reeves winona ryder woody harrelson robert downey jr mitch baker richard linklater
Chasing Mavericks,surfer jay moriarity sets out to ride the northern california break known as mavericks,drama,wave surfing sport mentor protégé relationship santa cruz california,13.621201,gerard butler jonny weston elisabeth shue abigail spencer leven rambin,curtis hanson,surfer jay moriarity sets out to ride the northern california break known as mavericks drama wave surfing sport mentor protégé relationship santa cruz california gerard butler jonny weston elisabeth shue abigail spencer leven rambin curtis hanson
Alone in the Dark,edward carnby is a private investigator specializing in unexplainable supernatural phenomena his cases delve into the dark corners of the world searching for truth in the occult remnants of ancient civilizations now the greatest mystery of his past is about to become the most dangerous case he has ever faced,action fantasy horror thriller,detective monster professor island museum darkness alien lifeform paranormal artifact slow motion scene flashback sequence zombie based on video game occultism,9.292987,christian slater tara reid stephen dorff frank c turner matthew walker,uwe boll,edward carnby is a private investigator specializing in unexplainable supernatural phenomena his cases delve into the dark corners of the world searching for truth in the occult remnants of ancient civilizations now the greatest mystery of his past is about to become the most dangerous case he has ever faced action fantasy horror thriller detective monster professor island museum darkness alien lifeform paranormal artifact slow motion scene flashback sequence zombie based on video game occultism christian slater tara reid stephen dorff frank c turner matthew walker uwe boll
Bandslam,a high school social outcast and the popular girl bond through a shared love of music,comedy drama family music,new jersey musical battle of the bands teenager rock band,7.716606,vanessa hudgens aly michalka gaelan connell lisa kudrow scott porter,todd graff,a high school social outcast and the popular girl bond through a shared love of music comedy drama family music new jersey musical battle of the bands teenager rock band vanessa hudgens aly michalka gaelan connell lisa kudrow scott porter todd graff
Birth,it took anna 10 years to recover from the death of her husband sean but now shes on the verge of marrying her boyfriend joseph and finally moving on however on the night of her engagement party a young boy named sean turns up saying he is her dead husband reincarnated at first she ignores the child but his knowledge of her former husbands life is uncanny leading her to believe that he might be telling the truth,drama mystery thriller,loss of husband reincarnation friends little boy independent film wedding,7.698075,nicole kidman cameron bright danny huston lauren bacall alison elliott,jonathan glazer,it took anna 10 years to recover from the death of her husband sean but now shes on the verge of marrying her boyfriend joseph and finally moving on however on the night of her engagement party a young boy named sean turns up saying he is her dead husband reincarnated at first she ignores the child but his knowledge of her former husbands life is uncanny leading her to believe that he might be telling the truth drama mystery thriller loss of husband reincarnation friends little boy independent film wedding nicole kidman cameron bright danny huston lauren bacall alison elliott jonathan glazer
A Most Violent Year,a thriller set in new york city during the winter of 1981 statistically one of the most violent years in the citys history and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence decay and corruption of the day drag them in and threaten to destroy all they have built,crime drama thriller,corruption capitalism winter american dream immigrant business ethics truck oil lawyer new york city loan shark coat tunnel 1980s husband wife relationship truck hijacking bank loan,37.629309,oscar isaac jessica chastain albert brooks elyes gabel david oyelowo,jc chandor,a thriller set in new york city during the winter of 1981 statistically one of the most violent years in the citys history and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence decay and corruption of the day drag them in and threaten to destroy all they have built crime drama thriller corruption capitalism winter american dream immigrant business ethics truck oil lawyer new york city loan shark coat tunnel 1980s husband wife relationship truck hijacking bank loan oscar isaac jessica chastain albert brooks elyes gabel david oyelowo jc chandor
Passchendaele,sergeant michael dunne fights in the 10th battalion aka the fighting tenth with the 1st canadian division and participated in all major canadian battles of the war and set the record for highest number of individual bravery awards for a single battle,drama romance war history,nurse battle platoon veteran recruitment,2.405911,paul gross caroline dhavernas joe dinicol meredith bailey adam harrington,paul gross,sergeant michael dunne fights in the 10th battalion aka the fighting tenth with the 1st canadian division and participated in all major canadian battles of the war and set the record for highest number of individual bravery awards for a single battle drama romance war history nurse battle platoon veteran recruitment paul gross caroline dhavernas joe dinicol meredith bailey adam harrington paul gross
Flash of Genius,in this david vs goliath drama based on a true story college professor robert kearns greg kinnear goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers kearns doggedly pursues recognition for his invention as well as the muchdeserved financial rewards for the sake of his wife lauren graham and six kids,drama,biography,3.350297,aaron abrams alan alda lauren graham greg kinnear tatiana maslany,marc abraham,in this david vs goliath drama based on a true story college professor robert kearns greg kinnear goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers kearns doggedly pursues recognition for his invention as well as the muchdeserved financial rewards for the sake of his wife lauren graham and six kids drama biography aaron abrams alan alda lauren graham greg kinnear tatiana maslany marc abraham
I'm Not There.,six actors portray six personas of music legend bob dylan in scenes depicting various stages of his life chronicling his rise from unknown folksinger to international icon and revealing how dylan constantly reinvented himself,drama music,rock and roll music style success john f kennedy advancement bob dylan rock biography music beatnik motorbike accident,13.032308,cate blanchett heath ledger julianne moore ben whishaw charlotte gainsbourg,todd haynes,six actors portray six personas of music legend bob dylan in scenes depicting various stages of his life chronicling his rise from unknown folksinger to international icon and revealing how dylan constantly reinvented himself drama music rock and roll music style success john f kennedy advancement bob dylan rock biography music beatnik motorbike accident cate blanchett heath ledger julianne moore ben whishaw charlotte gainsbourg todd haynes
The Cold Light of Day,a young american uncovers a conspiracy during his attempt to save his family that was kidnapped while on vacation in spain,action thriller,kidnapping spying government,15.131867,henry cavill verónica echegui sigourney weaver bruce willis caroline goodall,mabrouk el mechri,a young american uncovers a conspiracy during his attempt to save his family that was kidnapped while on vacation in spain action thriller kidnapping spying government henry cavill verónica echegui sigourney weaver bruce willis caroline goodall mabrouk el mechri
The Brothers Bloom,the brothers bloom are the best con men in the world swindling millionaires with complex scenarios of lust and intrigue now theyve decided to take on one last job showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world,adventure comedy drama romance,con man estafa,10.218307,rachel weisz adrien brody mark ruffalo rinko kikuchi robbie coltrane,rian johnson,the brothers bloom are the best con men in the world swindling millionaires with complex scenarios of lust and intrigue now theyve decided to take on one last job showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world adventure comedy drama romance con man estafa rachel weisz adrien brody mark ruffalo rinko kikuchi robbie coltrane rian johnson
"Synecdoche, New York",a theater director struggles with his work and the women in his life as he attempts to create a lifesize replica of new york inside a warehouse as part of his new play,drama,new york manwoman relation writer,12.761176,philip seymour hoffman samantha morton jennifer jason leigh michelle williams catherine keener,charlie kaufman,a theater director struggles with his work and the women in his life as he attempts to create a lifesize replica of new york inside a warehouse as part of his new play drama new york manwoman relation writer philip seymour hoffman samantha morton jennifer jason leigh michelle williams catherine keener charlie kaufman
もののけ姫,ashitaka a prince of the disappearing ainu tribe is cursed by a demonized boar god and must journey to the west to find a cure along the way he encounters san a young human woman fighting to protect the forest and lady eboshi who is trying to destroy it ashitaka must find a way to bring balance to this conflict,adventure fantasy animation,fight wolf village and town iron pan wild boar territory friendship princess good vs evil anime,60.732738,yōji matsuda yuriko ishida yūko tanaka kaoru kobayashi masahiko nishimura,hayao miyazaki,ashitaka a prince of the disappearing ainu tribe is cursed by a demonized boar god and must journey to the west to find a cure along the way he encounters san a young human woman fighting to protect the forest and lady eboshi who is trying to destroy it ashitaka must find a way to bring balance to this conflict adventure fantasy animation fight wolf village and town iron pan wild boar territory friendship princess good vs evil anime yōji matsuda yuriko ishida yūko tanaka kaoru kobayashi masahiko nishimura hayao miyazaki
Bon voyage,isabelle adjani and gerard depardieu star in director jeanpaul rappenaus amusing farce set on the eve of world war ii which follows the intersecting lives of four parisians as they cope with the impending invasion of their city by german forces as the french government braces for impact the lives of a young writer a vain movie star a french politician and a young scientist are examined as they attempt to deal with war and evade german spies,comedy drama foreign,,0.49446,grégori derangère gérard depardieu isabelle adjani virginie ledoyen yvan attal,jeanpaul rappeneau,isabelle adjani and gerard depardieu star in director jeanpaul rappenaus amusing farce set on the eve of world war ii which follows the intersecting lives of four parisians as they cope with the impending invasion of their city by german forces as the french government braces for impact the lives of a young writer a vain movie star a french politician and a young scientist are examined as they attempt to deal with war and evade german spies comedy drama foreign  grégori derangère gérard depardieu isabelle adjani virginie ledoyen yvan attal jeanpaul rappeneau
